ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
770,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,#al,36201.0,calhoun,2568453150.0,acute care hospitals,p@@ro#prietary,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,95 patients,al_ami-7a
771,10033.0,stringfellow memorial ho$spital,301 east 18th st,empty,empty,anniston,al,36033.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,100%,0 patients,al_scip-inf-4
772,10033.0,stringfellow memorial hospital,1912 alabama highway 157,empty,empty,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection pre@@vention,scip-inf-6,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,$195 patient%s,al_scip-inf-6
773,10033.0,stringfellow memorial hospital,301 east 18th st,emp%@@ty,empty,anniston,al,36033.0,calhoun,2562358900.0,acute care hospital$s$,proprietary,yes,surgical infection prevention,pn-6,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,117 patients,al_scip-vte-1
774,10033.0,stringfellow memorial hospital,301 #east 18th% st,empty,empty,anniston,al,36201.0,calho%un,2562358900.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,89%,0 patients,al_scip-vte-2
775,10039.0,huntsville hospital,1912 alabama highway 157,empty,em%pty#,huntsville,al,35801.0,madison,2568453150.0,acute care hospitals,government - hospital district or authority,yes,children s asthma care,cac-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100??%,193 patients,al_cac-1
776,10039.0,huntsville hospital,101 sivley rd,empty,#empty#,huntsville,al,35801.0,madison,2562651000.0,acute care hospitals,government - hospital district or authority,yes,children s asthma care,cac-2,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,98%,193 patients,al_cac-2
777,10039.0,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801.0,madison,2562651000.0,acute care hospitals,government - hospital district or authority,yes,children s asthma care,cac-3,children and their caregivers who received a home management plan of care document while hospitalized for asthma,14%,193 patients,al_cac-3
778,10039.0,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801.0,madison,2568453150.0,acute care hos$pi%tals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,155 patients,al_ami-1
779,10039.0,huntsville hospital,101 sivley rd,empty,empty,birmingham,al,35801.0,madison,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,323 patients,al_ami-7a
780,10033.0,huntsville hospital,1912 alabama highway 157,empty,empty,huntsville,al,132801.7038753029,madison,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,pn-6,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),97%,77 patients,al_ami-3
781,10039.0,huntsville hospital,1912 alabama highway 157,empty,empty,huntsville,al,35801.0,jefferson,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,pn-6,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,135 patients,al_ami-4
782,10039.0,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801.0,madison,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,301 patients,al_ami-5
783,10039.0,huntsville hospital,1912 alabama highway 157,empty,empty,huntsville,al,35801.0,madison,2562651000.0,acute care hospitals,government - hospital di@@strict or authority,yes,heart attack,ami??-7a%,heart attack patients given fibrinolytic medication within 30 minutes of arrival,100%,0 patients,al_ami-7a
784,10039.0,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801.0,madison,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,44 patients,al_ami-8a
785,10039.0,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801.0,jefferson,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,??72%#,264 patients,al_hf-1
786,10039.0,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801.0,jefferson,2562651000.0,acute care %hospi@@tals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,%9??5%,0 patients,al_hf-2
787,10039.0,huntsville hospital,101 sivley rd,empty,empty,birmingham,al,35801.0,madison,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),98%,102 patients,a??l_h??f-3
788,10039.0,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801.0,madison,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,0 patients,al_hf-4
789,10033.0,riverview regional medical center,101 sivley rd,empty,empty,birmingham,al,124210.71385874072,jefferson,2562651000.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,509 patients,al_pn-2
790,10039.0,huntsville hospital,1912 alabama highway 157,empty,empty,huntsville,al,35801.0,madison,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,99%,496 patie$nts,al_pn-3b
791,10039.0,huntsville hospital,1912 alabama highway 157,empty,empty,huntsville,al,35801.0,madison,2562651000.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given smoking cessation advice/counseling,97%,294 patients,al_pn-4
792,10039.0,huntsville hospital,101 sivl@@ey r??d,empty,empty,birmingham,al,36033.0,madison,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,93%,511 patients,al_p@@n-5@@c
793,10039.0,huntsville hospital,101 sivley rd,empt%??y,empty,huntsville,al,35801.0,madison,2568453150.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),89%,313 patients,a#l_pn-6
794,10039.0,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801.0,jefferson,2562651000.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,89%,409 pa$tient@@s,al_pn-7
795,10039.0,huntsville hospital,101 sivley rd,empty,empty,birmingham,al,35801.0,madison,2568453150.0,acute care hospitals,government - hospital district or authority,yes@@,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,90%,123 patients,al_ami-7a
796,10039.0,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801.0,jefferson,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,pn-6,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,601 patients,al_scip-inf-1
797,34282.65961537003,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801.0,jefferson,2568453150.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,603 patients,al_scip-inf-2
798,10039.0,riverview regional medical center,101 sivley rd,empty,empty,huntsville,??a%l,35801.0,madison%,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,561 patients,al_scip-inf-3
799,10039.0,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,36033.0,madison,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,sc%ip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,95%,0 patients,al_scip-inf-4
800,10039.0,riverview regional medical center,1912 alabama highway 157,empty,empty,huntsville,al,35801.0,madi#son,2568453150.0,acu$te care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),99%,0 patients,al_scip-inf-6
801,39096.10547738422,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801.0,m#adi%son,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,93%,0 patients,al_scip-vte-1
802,10039.0,riverview regional medical center,101 sivley rd,empty,empty,huntsville,al,35801.0,madison,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,pn-6,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,269 patients,al_ami-7a
803,10040.0,gadsden regional medical center,1007 goodyear avenue,empt??y,empty,gad@@sde$n,al,35903.0,etowah,2568453150.0,acute care hospitals,proprietary,yes,surgical infection prevention,ami-1,heart attack patients given aspirin at arrival,94%,123 patients,al_ami-1
804,10040.0,riverview regional medical center,1007 goodyear avenue,empty,empty,g%adsden@@,al,35903.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,heart attack,ami-2,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),99%,134 patients,al_ami-2
805,10040.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,36033.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,heart attack,pn-6,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),89%,18 patients,al_ami-3
806,10040.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,79 patients,al_ami-7a
807,10040.0,riverview regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,136560.3763375542,jefferson,2564944000.0,acute care hospitals,proprietary,yes,heart attack,ami-5,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,117 patients,al_ami-5
808,10040.0,riverview regional medical center,10#07 go#odyear avenue,empty,empty,gadsden,al,35903.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,surgical infection prevention,pn-6,heart attack patients given fibrinolytic medication within 30 minutes of arrival,68%,25 patients,al_ami-7a
809,10040.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,100%,0 patients,al_ami-8a
810,10040.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,47%,211 patients,al_??hf-1
811,53146.768905828,riverview regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,11018167306.313456,acute care hospitals,proprietary,yes,hea$rt failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,259 patients,al_hf-2
812,10033.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,69 patients,al_hf-3
813,10040.0,gadsden region%al me#dical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,jefferson,2564944000.0,acute care ho#spitals,proprietary,yes,heart failure,pn-6,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,70 patients,al_hf-4
814,48551.42022836928,gadsden regional medical center,1007 goodyear avenue,empty,empty,birmingham,al,35903.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,pneumonia,pn-2,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,255 patients,al_pn-2
815,10033.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,96%,187 patients,al_pn-3b
816,10040.0,gadsden regional medical center,1912 alabama highway 157,empty,empty,gadsden,al,35903.0,etowah,8949202423.271393,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,130 patients,al_pn-4
817,10040.0,riverview regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,36033.0,jefferson,2564944000.0,acute care hospitals,voluntary non-profit - private,yes,pn#eumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,94%,266 patients,al_ami-7a
818,10033.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients# given the most appropriate initial antibiotic(s),89%,0 patients,al_ami-7a
819,10040.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,birmingham,@@al,35903.0,jefferson,2564944000.0,acute care hospitals,proprietary,yes,surgical infection prevention,pn-7,pneumonia patients assessed and given influenza vaccination,96%,187 patients,al_pn-7
820,10040.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,jefferson,2564944000.0,acute care hospitals,propr@@ietary%,yes,surgical infection preve#ntion,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,91%,109 patients,al_scip-card-2
821,10040.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,surgical infection prevention,pn-6,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,557 patients,al_ami-7a
822,10040.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,2564944000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,564 patients,al_scip-inf-2
823,10040.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100%,0 patients,al_scip-in$f-3
824,10040.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,2564944000.0,acute care hospitals,proprietary,ye$$s,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,94%,186 patients,al_scip-inf-4
825,10040.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,2568453150.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-6,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,0 patients,al_scip-inf-6
826,10040.0,riverview regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,36033.0,etowah,2564944000.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,315 patients,al_ami-7a
827,10040.0,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35903.0,etowah,2568453150.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,315 patients,al_scip-vte-2
828,10033.0,chilton medical center,1912 alabama highway 157,empty,empty,clanton,al,35045.0,chilton,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,1 p%a??tients,al_ami-1
829,10043.0,chilton medi%c$al center,1010 lay dam road,empty,empty,clanton,al,35045.0,chilton,2057552500.0,acute care hospitals,voluntary non-prof%it - private,yes,surgical infection prevention,ami-2,heart attack patients given aspirin at discharge,100%,1 patients,al_ami-2
830,10033.0,chilton medical center,1010 lay dam road,empty,empty,clanton,al,36033.0,chilton,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,1 patients,al_ami-7a
831,10043.0,chilton medical center,1010 lay dam road,empty,empty,clanton,al,35045.0,jefferson,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,heart ?@@?attack,ami-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,al_ami-7a
832,10043.0,chilton med$ical center,1010 lay dam road,empty,empty,clanton,al,35045.0,jefferson,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,1 patients,al_ami-7a
833,10033.0,chilton medical center,1010 lay dam road,empty,empty,clanton,al,35045.0,chilton,2568453150.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,pn-6,heart attack patients given fibrinolytic medication within 30 minutes of arrival,emp@@ty,0 patients,al_ami-7a
834,10043.0,chilton medical center,1010 lay dam road,empty,empty,clanton,al,35045.0,chilton,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-7a
835,10043.0,chilton medical center,1010 lay da$m road,empty,empty,clanton,al,36033.0,jefferson,2568453150.0,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,84%,19 patients,al_ami-7a
836,10043.0,chilton medical center,1010 lay dam road,empty,em$pty@@,clanton,al,35045.0,jefferson,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular sys#tolic (lvs) function,89%,28 patients,al_hf-2
837,10043.0,chilton medical center,1010 lay dam road,empty,empty,birmingham,al,35045.0,jefferson,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,4 patients,al_hf-3
838,10043.0,chilton medical center,1010 lay dam road,empty,empty,clanton,al,35045.0,chilton,2057552500.0,acute care hospitals,voluntary?? non-profit - private,yes,heart failure,hf-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,4 patients,al_hf-4
839,10033.0,chilton medical center,1010 lay dam road,empty,empty,clanton,al,35045.0,jefferson,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-$2,pneumonia patients assessed and given pneumococcal vaccination,100%,47 pati$ents,al_pn-2
840,10043.0,chilton medical center,1010 lay dam road,empty,empty,clanton,al,36033.0,chilton,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,92%,36 patients,al_pn-3b
841,10043.0,chilton medical center,1010 lay dam road,empty@@,empty,clanton,al,35045.0,jefferson,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,94%,16 patients,al_pn-4
842,10043.0,chilton medical center,1010 lay dam road,empty,empty,clanton,al,35045.0,chilton,2568453150.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),98%,44 patients,al_pn-5c
843,10043.0,chilton medical center,1010 lay dam road,empty,empty,clanton,al,35045.0,chilton,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),95%,38 patients,al_pn-6
844,10043.0,chilton medical center,1010 lay dam road,empty,empty,cl$anton,al,35045.0,chilton,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients assessed and given influenza vaccination,81%,0 patients,al_pn-7
845,10043.0,chilton medical center,1010 lay dam?? road,empty,empty,clanton,al,35045.0,chilton,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,50%,0 patients,al_scip-card-2
846,10043.0,chilton medical center,1010 lay dam road,empty,empty,birmingham,al,35045.0,chilton,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf??-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,4 patients,al_scip-inf-1
847,10043.0,chilton medical center,1010 lay dam road,empty,empty,cl#anton@@,al,35045.0,jefferson,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,4 patients,al_scip-inf-2
848,10043.0,chilton medical center,1010 lay dam road,empty,empty,clanton,al,35045.0,jefferson,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,4 patients,al_scip-inf-3
849,10043.0,chilton medical center,1010 lay dam road,empty,empty,clanton,al,35045.0,chilton,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_scip-inf-4
850,10043.0,chilton medical center,1010 lay dam road,empty,empty,birmingham,al,36033.0,chilton,2057552500.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,0 patients,al_scip-inf-6
851,10043.0,chilton medical center,10#10 lay dam road,empt$y,empty,clanton,al,35045.0,chilton,2568453150.0,acute care hospitals,voluntary non-profit - priva#te,yes,surgical infection prevention,pn-6,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,0 patients,al_scip-vte-1
852,10043.0,chilton medical center,@@1010 lay dam road,empty,empty,birmingham,al,35045.0,chilton,2568453150.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,s%c%ip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,0 patients,al_scip-vte-2
853,10044.0,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570.0,marion,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,67%,3 patients,al_ami-1
854,10044.0,marion regional medical center,1%256 military st%reet south,empty,empty,hami$lton,al,35570.0,marion,8182392639.598175,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,67%,3 patients,al_ami-2
855,10044.0,riverview regional medical center,1256 military street south,empty,empty,hamilton,al,35570.0,marion,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,1 patients,al_ami-3
856,10044.0,marion regio%nal medical center,1912 alabama highway 157,empty,empty,hamilton,al,171021.99742455955,marion,2059216200.0,ac%ute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,al_ami-4
857,10033.0,riverview regional medical center,1912 alabama highway 157,empty,empty,hamilton,al,35570.0,marion,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),33%,0 patients,al_ami-5
858,10044.0,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570.0,marion,10935281093.162254,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,100%,0 patients,al_ami-7a
859,10044.0,riverview regional medical center,1256 military street south,empty,empty,hamilton,al,35570.0,marion,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
860,10044.0,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570.0,marion,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,heart failure,pn-6,heart failure patients given discharge instructions,74%,0 patients,al_hf-1
861,10044.0,marion regional medical center,1256 military street south,empty,empt#y,hamilton,al,36033.0,jefferson,2568453150.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,80%,46 patients,al_hf-2
862,10033.0,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570.0,jefferson,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,18 patients,al_hf-3
863,10033.0,marion regional medical center,1912 alabama highway 157,empty,empty,hamilton,al,35570.0,marion,11146749394.620049,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given smoking cessation adv%ice/counseling,80%,0 patients,al_hf-4
864,10044.0,marion regional medical center,1256 milit@@ary street south#,empty,empty,hamilton,al,35570.0,marion,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,pn-2,pneumonia patients assessed and given pneumococcal vaccination,96%,101 patients,al_pn-2
865,10033.0,marion regional medical center,1912 alabama highway 157,empty,empty,hamilton,al,35570.0,marion,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,99%,78 patients,al_pn-3b
866,10044.0,??marion reg#ional medical center,1912 alabama highway 157,empty,@@em#pty,birmingham,al,35570.0,marion,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given smoking cessation advice/counseling,90%,42 patients,al_pn-4
867,10044.0,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570.0,marion,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,100%,121 patients,al_pn-5c
868,10033.0,marion regional medical center,1256 military street south,empty,empty,hamilton,al,36033.0,marion,2059216200.0,acute $care ho@@spitals,voluntary non-profit - private,yes,pneumonia,pn-6,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),76%,97 patients,al_pn-6
869,10044.0,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570.0,jefferson,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,100%,85 patients,al_pn-7
870,10044.0,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570.0,marion,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevent%ion,scip-card-2,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),67%,3 patients,al_scip-card-2
871,10044.0,marion regional medical center,1256 military street south,@@e%mpty,empty,birmingham,al,162746.22363996823,marion,2059216200.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,pn-6,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,80%,15 patients,al_scip-inf-1
