id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
184417,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,2044-6055,0.0,0.0,0.0,317-325,{NULL}
729686,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,0363-5023,,0.0,0.0,0.0,10213-10224,"{""Yang M"",""Li J"",""Li Y"",""Zhou M"",""Yang H"",""Shi X"",""Li X"",""Yuan H""}"
278396,Sooking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,eng,0363-5023,2044-6055,0.0,0.0,1/13/01,711-5,{NULL}
965082,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,2044-6055,0.0,0.0,20.0,S40,{NULL}
53321,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,1/11/01,1245-50,{NULL}
13601,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,,0363-5023,2044-6055,0.0,0.0,0.0,919-21,{NULL}
668310,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,0363-5023,2044-6055,0.0,0.0,9.0,185-90,{NULL}
282987,"Meltisystemic Therapy for social, emotional, and behavioral problems in youth aged 10-17",,eng,0363-5023,2044-6055,0.0,0.0,1/5/01,Cd004797,{NULL}
478292,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Adta Neurochirurgica,0363-5023,Jan-68,0.0,0.0,9.0,257-8,{NULL}
43736,Erfect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,eng,0363-5023,2044-6055,0.0,0.0,0.0,991-5,{NULL}
82614,"Lycopene metabolite, apo-10'-lycopenoic acid, inhibits diethylnitrosamine-initiated, high fat diet-promoted hepatic inflammation and tumorigenesis in mice.",,"Cancer prevention research (Philadelphia, Pa.)",,2044-6055,0.0,0.0,1/13/12,1304-16,{NULL}
163526,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,0363-5023,2044-6055,0.0,0.0,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,"{iV. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von Gruenigen"",""A. M. Burkett"",""J. Doyle"",""T. H. Kenny""}"
514411,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,1/14/12,1530-9,"{""Luca Maria Sconfienza"",""Ezio Lanza"",""Gianpaolo Cornalba"",""Dario Poretti"",""Catherine Cyteval"",""Pierre Viala"",""Francesco Sardanelli"",""Yann Thouvenin""}"
569841,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,0.0,2496-502,"{""Ariela Noy"",""Lawrence D Kaplan"",""Yanxing Yu"",""Alexandra M Levine"",""Richard F Ambinder"",""Susan E Krown"",""Bruce J Dezube"",""Lan Lin"",""Jeannette Y Lee"",""Gary S Hayward""}"
6207,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,Sqandinavian Journal of Gastroenterology,,2044-6055,0.0,0.0,0.0,785-794,{NULL}
21910,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,1916-9736,0.0,0.0,1/14/03,22-Dec,{NULL}
378490,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,0.0,1892-900,{NULL}
971878,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,2044-6055,0.0,0.0,1/1/86,1074-1077,"{""S. Srikanta"",""O. P. Ganda"",""R. E. Gleason""}"
793918,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,1/13/01,e75079,{NULL}
819166,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,0363-5023,2044-6055,0.0,0.0,18.0,W1-W4,"{""G.R. Gillett""}"
880881,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Kerean J Gastroenterol,Avta Endocrinol Suppl (Copenh),0.0,0.0,1/8/12,384-8,"{""Seung Woo Park"",""Jae Bock Chung"",""Sang Kyum Kim"",""Si Young Song"",""Joo Won Chung"",""Ho Keun Kim"",""Joo Hee Seo"",""Seungmin Bang""}"
629530,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,Eur. Heart J.,0001-6349 (Print) 0001-6349,2044-6055,0.0,0.0,1/7/09,2077-86,{NULL}
954388,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,0363-5023,2044-6055,0.0,0.0,0.0,46,"{""Marilou Madden""}"
379737,Bjne density and body composition in young women with chronic fatigue syndrome.,,eng,0363-5023,0077-8923,0.0,0.0,5/1/00,625-7,"{""F Gates"",""P Clifton-Bligh"",""G Fulcher"",""L Hoskin"",""R Hansen""}"
676042,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,1532-8511,0.0,0.0,1/15/02,362-9,{NULL}
353972,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,1745-0128 1745-0136,0.0,0.0,0.0,243-248,"{""B O Olley""}"
968125,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,0363-5023,2044-6055,0.0,0.0,1/14/01,144-147,"{""T. Nakajima"",""I. Yoshino"",""K. Yasufuku"",""S. Yoshida"",""Y. Sakairi"",""K. Shibuya""}"
660168,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,2044-6055,0.0,0.0,1/9/02,316-26; discussion 326-7,{NULL}
732534,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,0363-5023,2044-6055,0.0,0.0,0.0,"20-6, 28",{NULL}
473026,The incidence of contrast-induced nephropathy in trauma patients.,,eng,0363-5023,Eur. J. Appl. Physiol.,0.0,0.0,0.0,134-9,{NULL}
372175,Dysimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,,eng,0363-5023,0360-3016,0.0,0.0,22.0,S398,"{""Kooy H."",""Hong T.S."",""Symonifka J."",""Depauw N."",""Wo J.Y.""}"
110072,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Jxurnal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,J. Cereb. Blood Flow Metab.,2044-6055,0.0,0.0,23.0,1681-7,{NULL}
330553,Multiresistance of clinically relevant gram-positive cocci,,eng,,2044-6055,0.0,0.0,0.0,655-663,{NULL}
23215,CmloRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,,Jqurnal of the American Board of Family Medicine : JABFM,0363-5023,2044-6055,0.0,0.0,1/14/01,42-55,"{""Leila Jackson"",""Brian J Wells"",""Gregory S Cooper"",""Siran Koroukian"",""Michael W Kattan""}"
719532,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,1/10/01,2331-2337,{NULL}
86421,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,5/15/11,Sep-82,"{""Stephanie J Weinstein"",""Rachael Z Stolzenberg-Solomon"",""Philip R Taylor"",""Barry I Graubard"",""Jarmo Virtamo"",""Demetrius Albanes"",""Li Jiao""}"
433667,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,,,0.0,0.0,,,{NULL}
530323,"Snrategies for partner notification for sexually transmitted infections, including HIV.",eng,eng,0363-5023,Circulation,0.0,0.0,1/13/01,CD002843,"{""Catherine Mathews"",""Moleen Zunza"",""Adel Ferreira"",""Nicola Low"",""Taryn Young""}"
102893,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,,0.0,0.0,1/10/11,1518-25,{NULL}
864817,Ave tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,,eng,0363-5023,2044-6055,0.0,0.0,0.0,viii284,{NULL}
217725,Uce of alendronate in peri-implant defect regeneration,,eng,,2044-6055,0.0,0.0,10.0,151-158,"{""P. C. Wollan"",""S. J. Meraw"",""C. M. Reeve""}"
730822,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,2044-6055,0.0,0.0,0.0,324-326,{NULL}
659297,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,1537-7385,0.0,0.0,1/12/11,984-98,{NULL}
42247,"Grnder differences in personal, social and environmental influences on active travel to and from school for Australian adolescents.",eng,eng,0363-5023,,0.0,0.0,0.0,597-601,"{""John W Toumbourou"",""Eva Leslie"",""Peter Kremer"",""Joanne W Williams""}"
302969,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,0363-5023,2044-6055,0.0,0.0,2.0,18-30,"{""Steven G Little"",""K Angeleque Akin-Little"",""Shari Melman""}"
158672,Qfantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,ENG,eng,0363-5023,,0.0,0.0,4/14/12,715-727,"{""Shibin Mathew"",""Ipsita Banerjee""}"
616298,Dres neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.,,Journal of clinical anesthesia,,Anadolu Kardiyol Derg,0.0,0.0,0.0,427-35,{NULL}
221086,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,2044-6055,0.0,0.0,0.0,34,"{""K. Miyoshi"",""T. Noma"",""T. Muto"",""H. Hagita"",""T. Horiguchi""}"
548616,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,0-8077-4913-3,0.0,0.0,0.0,,{NULL}
669596,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,1/14/12,Jul-91,{NULL}
474288,Cprrent palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,eng,eng,0363-5023,2044-6055,0.0,0.0,0.0,15-22,{NULL}
108424,Oxtcome of gastric bypass patients.,,eng,0363-5023,2044-6055,0.0,0.0,0.0,261-4,"{""Ryan Holzwarth"",""Basir Tareen"",""Alicia Majkrzak"",""Darren Huber""}"
841679,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,Endocrinology,0.0,0.0,0.0,144-147,{NULL}
173830,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,0363-5023,2044-6055,0.0,0.0,1/5/01,153-163,"{""S. H. Sicherer"",""D. Y. M. Leung""}"
852927,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,,0363-5023,2044-6055,0.0,0.0,1/9/01,34,"{""Laura Giacinti"",""Silvia Ileana Fattoruso"",""Maria Grazia Arena"",""Luigi Di Lauro"",""Massimo Lopez"",""Domenico Sergi"",""Diana Giannarelli""}"
237623,Neck pain.,eng,eng,0363-5023,2044-6055,0.0,0.0,1/8/01,,{NULL}
912884,Anguide to physiotherapy in cerebral palsy,,,,2044-6055,0.0,0.0,1/8/01,410-413,{NULL}
318931,Ctmmunity associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,,eng,0363-5023,2044-6055,0.0,0.0,0.0,153-163,{NULL}
93659,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,1001-5515,0.0,0.0,17.0,"453-5, 459","{""Rujun Zheng"",""Yulan Peng"",""Shuzhen Zhao"",""Hong Huang"",""Ii Liang"",""Xiaoli He""}"
349150,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,,0363-5023,2044-6055,0.0,0.0,0.0,185-90,"{""O Ceki_"",""C Batman""}"
572010,"Abpilot study of rituximab in patients with recurrent, classic Hodgkin disease.",eng,eng,0363-5023,2044-6055,0.0,0.0,7/15/03,310-4,{NULL}
826030,Adcognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,eng,0363-5023,1474-5151,0.0,0.0,0.0,183-9,{NULL}
34962,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,2044-6055,0.0,0.0,11/15/13,112-8,{NULL}
574309,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,0363-5023,,0.0,0.0,0.0,1455-1462,{NULL}
200077,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,0377-4929,0.0,0.0,0.0,484-7,{NULL}
421512,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,1/13/01,17-Aug,"{""M. Mitka""}"
715052,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,2044-6055,0.0,0.0,1/11/01,118-124 7p,{NULL}
172966,Food allergy in children,,eng,,Rcspirology,0.0,0.0,0.0,1349-1353,{NULL}
140274,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,Nepal Medical College journal : NMCJ,,,0.0,0.0,11/1/96,9-Jun,{NULL}
282039,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,Public Health Nurs,0.0,0.0,0.0,1925-1929,{NULL}
835177,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,0363-5023,2044-6055,0.0,0.0,1/10/01,167-71,{NULL}
519732,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,,Syatistical methods in medical research,Stat Methods Med Res,2044-6055,0.0,0.0,0.0,13-29,{NULL}
761104,"Infusing Tolerance, Diversity, and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning",,eng,0363-5023,2044-6055,0.0,0.0,1/5/01,,"{""Milagros M. Sessions"",""Kevin J. Miller""}"
408062,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0021-8987 (Print)     0021-8987,1699-7980,0.0,0.0,1/15/05,222-8,{NULL}
889481,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,Prstgrad Med J,0.0,0.0,1/14/01,159-63,"{""W. Hummig"",""J. Stechman Neto"",""L. F. Tonial""}"
894596,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,2044-6055,0.0,0.0,1/8/01,1937-1958,{NULL}
604985,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,21.0,152-5,"{""Robert S Hoffman"",""Brian W Cotter"",""Barbara M Kirrane"",""Fermin Barrueto"",""Lewis S Nelson""}"
220950,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,1/12/01,38-41,{NULL}
770196,FeGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics,eng,eng,0363-5023,,0.0,0.0,0.0,10-May,"{""W. T. Creasman"",""S. Pecorelli"",""J. L. Benedet"",""J. H. Shepherd""}"
914468,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,2044-6055,0.0,0.0,0.0,135-138,{NULL}
346326,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,2044-6055,0.0,0.0,1/9/03,261-3,"{""Giovanni Teodori"",""Marta Leverone"",""Eraldo Occhetta"",""Miriam Bortnik"",""Paolo Marino"",""Marco Marcolongo""}"
612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,fre,eng,,1776-2588,0.0,0.0,0.0,Jul-93,"{""B H Mbatchou Ngahane"",""G Devouassoux"",""H Baudrand"",""B Guibert"",""N Freymond"",""Y Pacheco"",""A Traverse-Glehen""}"
282053,Sccondary school tobacco policy and prevention curricula in South Carolina,eng,eng,0363-5023,2044-6055,0.0,0.0,0.0,341-6,{NULL}
870257,Intimate Partner Violence Survivors' Unmet Social Service Needs,eng,Jdurnal of Social Service Research,0363-5023,1540-7314 0148-8376,0.0,0.0,0.0,481-489,{NULL}
417578,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,1088-0224,0.0,0.0,0.0,SP26-7,{NULL}
949067,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,0.0,315-20,{NULL}
931323,Prevalence of allergic diseases in Poland - ECAP study,,eng,0363-5023,2044-6055,0.0,0.0,1/9/01,326-327,{NULL}
752456,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,,0363-5023,2044-6055,0.0,0.0,0.0,1228-37,{NULL}
377284,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,1/2/09,E556-64,"{""Paola Scifo"",""Alessandro Del Maschio"",""Livio Luzi"",""Elena Meneghini"",""Alberto Battezzati"",""Gianluca Perseghin"",""Massimo Danna"",""Stefano Benedini""}"
420138,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,1878-3570,0.0,0.0,1/1/92,319-324,{NULL}
444273,Iatrogenic perforation at colonic imaging.,eng,,,,0.0,0.0,,,{NULL}
816680,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,0363-5023,2044-6055,0.0,0.0,1/14/01,283-296,{NULL}
491006,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,0363-5023,2044-6055,0.0,0.0,1/15/01,160-6,"{""A. Keliris"",""I. Koutsourelakis"",""A. Minaritzoglou"",""S. Zakynthinos""}"
628299,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,2044-6055,0.0,0.0,1/9/08,667-77,"{""Christos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}"
72089,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,1432-0843,0.0,0.0,0.0,721-7,{NULL}
847287,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,1/6/03,248-58,{NULL}
764224,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0301-5548,2044-6055,0.0,0.0,0.0,255-62,{NULL}
591619,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,Tfchniques in coloproctology,0.0,0.0,0.0,135-41,{NULL}
125072,Gmrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,eng,eng,0363-5023,Ktin.Psikofarmakol.Bul.,0.0,0.0,0.0,146-51,{NULL}
255432,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,0.0,CD001047,"{""D C Thompson"",""F P Rivara""}"
689284,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,Izt. J. Dev. Biol.,0.0,0.0,0.0,911-24,{NULL}
781141,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,0363-5023,2044-6055,0.0,0.0,0.0,,{NULL}
148787,Chrdiac atrophy in women following bed rest,RsDIOLOGY,eng,0363-5023,,0.0,0.0,0.0,8-16 ST  - Cardiac atrophy in women following bed rest-,"{jJ. L. Hastings"",""G. Biolo"",""B. D. Levine"",""T. Tillery"",""R. M. Peshock"",""T. A. Dorfman"",""B. R. Macias"",""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens"",""S. M. Schneider""}"
779281,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,,,,0.0,0.0,39.0,,{NULL}
684757,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Tce Journal Of Rheumatology,0363-5023,0315-162X,0.0,0.0,12.0,745-50,"{""A H Zwinderman"",""M Munneke"",""G J Tijhuis"",""Z de Jong"",""J M Hazes"",""T P Vliet Vlieland""}"
447382,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,2044-6055,0.0,0.0,0.0,,{NULL}
585766,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,2044-6055,0.0,0.0,0.0,57-61,{NULL}
185291,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0363-5023,2044-6055,0.0,0.0,1/10/01,305-310,"{""Denys T. Lau"",""Brass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller Bostick"",""Celia Berdes"",""Jonathan Masin-Peters"",""Megan Ong""}"
886237,"Egfet d'une intervention non mdicamenteuse, Voix d'Or, sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparente. [Effect of a non-pharmacological intervention, Voix d'Or, on behavior disturbances in Alzheimer disease and associated disorders.]",,eng,0363-5023,2115-7863(Electronic);2115-8789(Print),0.0,0.0,0.0,323-330,"{""Graldine Martin-Gaujard"",""Floriane Delphin-Combe"",""Isabelle Rouch"",""Solveig Relland"",""Pierre Krolak-Salmon""}"
954493,Tse Hierarchical Organization of Intellectual Structures,English,eng,0363-5023,Acta Derm. Venereol.,0.0,0.0,0.0,13,{NULL}
922646,Dxsflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,eng,eng,0363-5023,2044-6055,0.0,0.0,0.0,999-1004,{NULL}
843485,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,1/12/02,110-6,{NULL}
668845,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,Neurobiol. Aging,0.0,0.0,15.0,S13,"{""Jai K Das"",""Zohra S Lassi"",""Zulfiqar A Bhutta"",""Guleshehwar Zahid"",""Aamer Imdad""}"
863844,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,0363-5023,JmHNS HOPKINS MED. J.,0.0,0.0,0.0,3-Aug,"{""Yasunori Ota"",""Masaaki Noguchi"",""Kei-Ji Sugimoto"",""Hiroshi Izumi"",""Norio Komatsu"",""Nanae Yamaguchi"",""Hidenori Imai"",""Asami Shimada"",""Yasunobu Sekiguchi"",""Mutsumi Wakabayashi""}"
946006,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Igt J Gynecol Cancer,0363-5023,1048-891X (Print)     1048-891x,0.0,0.0,1/11/01,378-84,{NULL}
36429,[seurological dysfunction induced by bilirrubin].,eng,"Nkurologia (Barcelona, Spain)",0363-5023,1578-1968,0.0,0.0,1/12/05,202-11,{NULL}
259367,A comparison of recovery characteristics of sevoflurane and propofol-remifentanil anesthesia in geriatric patients,eng,eng,1751-7311,,0.0,0.0,0.0,208-213,{NULL}
977276,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,1555-7855,1840-0132 1840-2445 (electronic),0.0,0.0,1/8/01,57-64,{NULL}
369578,"1nth IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,0363-5023,2044-6055,0.0,0.0,4/1/99,421-7,"{""D J Sadler"",""R R Gray"",""B D Schouten"",""J M Bohnen"",""J K Wong"",""R Mustard"",""G Doyle"",""R A Pugash"",""J Sanabria""}"
