ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
110,10007.0,0,702 n main st,empty,empty,opp,al,36467.0,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,57 patients,al_pn-6
111,10007.0,0,702 n main st,empty,empty,opp,nan,36467.0,coffee,0,acute care hospitals,voluntary non-profit - private,no,pneumonia,scip-vte$-2%,pneumonia patients assessed and given influenza vaccination,nan,63 patients,al_pn-7
112,10007.0,0,702 n main st,empty,empty,opp,al,36467.0,coffee,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,91%,11 patients,al_scip-card-2
113,10007.0,0,702 n main st,empty,empty,opp,al,36467.0,lee,3344933541.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,101 patients,nan
114,10007.0,0,702 n main st,empty,empty,opp,al,36467.0,covington,0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,hf-1,surgery patients who were given the  right kind  of antibiotic to help prevent infection,91%,101 patients,al_scip-inf-2
115,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467.0,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-3#,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,100 patients,%al_sci$p-inf-3
116,10007.0,0,702 n main st,empty,empty,opp,al,36467.0,lee,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,0,0,empty,0 patients,al_scip-inf-4
117,10007.0,medical center enterprise,702 n main st,empty,empty,opp,al,36467.0,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),nan,123 patients,al_scip-inf-6
118,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467.0,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,8##7%,77 patients,a$l@@_scip-vte-1
119,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467.0,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,0,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,88%,76 patients,al_scip-vte-2
120,0,elba general hospital,101 hospital cir??cle,empty,empty,luverne,al,36049.0,crenshaw,18151018536.61563,acute care hospitals,government - federal,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,0%,1 patients,al_ami-1
121,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,1 patients,al_ami-2
122,10008.0,0,101 hospital circle,empty,empty,luverne,#a%l,36049.0,crenshaw,3343353374.0,acute care hospitals,0,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,nan,a$l_??ami-3
123,10008.0,crenshaw community hospital,101 hospital circle,empty,nan,luverne,al,36049.0,crenshaw,0,acute care hospitals,government - federal,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,empty,0 patients,al_ami-4
124,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,0,acute care hospitals,government - federal,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,0%,1 patients,al_ami-5
125,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
126,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
127,10008.0,0,101 hospital circle,nan,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,hf-1,patients who got treatment  at the right time (within 24 hours before or ??after their surgery) to help prevent blood clots after certain types of surgery,4%,26 patients,al_hf-1
128,10008.0,crenshaw community hospital,101 hospital circle,nan,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,72%,39 patients,al_hf-2
129,10008.0,0,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,nan,al_hf-3
130,10008.0,0,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0%,5 patients,al_hf-4
131,10008.0,0,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,25%,nan,al_pn-2
132,0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,pn-3b,heart attack patients given smoking?? cessation advice/counseling,93%,15 patients,al_pn-3b
133,10008.0,crenshaw community hospital,101 hospital circle,empty,$em%pty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,pneumonia,scip-inf-2,pneumonia patients given smoking cessation advice/counseling,33%,9 patients,al_pn-4
134,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,21 patients,al_pn-5c
135,10008.0,0,101 hospital circle,empty,nan,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,pn-6,patients who got treatment  at the right time (within 24 hours before or ??after their surgery) to help prevent blood clots after certain types of surgery,62%,21 patients,al_pn-6
136,10008.0,medical center enterprise,101 hospital circle,e@@mpty,empty,luverne,al,0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,0,pn-7,0,47%,nan,al_p#n-7
137,10008.0,crenshaw community hospital,101 hospital circle,empty,e@@mpty,luverne,al,0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,0,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,1 patients,al_scip-card-2
138,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,0,heart attack patients given smoking?? cessation advice/counseling,100%,2 patients,al_scip-inf-1
139,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,nan,al_scip-inf-2
140,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100%,2 patients,a@@l_scip-$inf-3
141,10008.0,0,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_scip-inf-4
142,10008.0,0,101 hospital circle,empty,empty,0,nan,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,0,scip-inf-6,0,100%,4 patients,al_scip-inf-6
143,10008.0,0,101 hospital circle,empt$y,empty,luverne,al,36049.0,lee,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,ami-2,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,4 patients,al_scip-vte-1
144,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049.0,crenshaw,0,acute care hospitals,government - federal,yes,surgical infection prevention,s$cip-v#te-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,10#0@@%,4 patients,al_scip-vt@@e-2
145,10009.0,0,201 pine street northwest,em??pty,empty,hartselle,al,35640.0,morgan,2567736511.0,acute care hospitals,proprietary,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,nan,al_ami-1
146,10009.0,0,201 pine street northwest,nan,empty,hartselle,al,35640.0,coffee,2567736511.0,acute care hospitals,proprietary,yes,heart attack,scip-vte$-2%,heart attack patients given aspirin at discharge,100%,1 patients,al_ami-2
147,0,hartselle medical center,201 pine street northwest,empty,empty,hartselle,al,35058.0,morgan,2567736511.0,acute care hospitals,proprietary,yes,heart attack,hf-1,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,1 patients,al_ami-3
148,10009.0,0,201 pine street northwest,empty,empty,hartselle,al,35640.0,morgan,2567736511.0,acute care hospitals,proprietary,yes,heart attack,0,heart attack patients given smoking cessation advice/counseling,100%,2 patients,al_ami-4
149,10009.0,0,201 pine street northwest,nan,empty,hartselle,al,35640.0,coffee,2567736511.0,acute care hospitals,proprietary,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,3 patients,al_ami-5
150,10009.0,0,201 pine street northwest,em$pty,empty,hartselle,al,0,morgan,2567736511.0,acute care hospitals,proprietary,yes,heart attack,0,heart attack patients given fibrinolytic medication within 30 minutes of arrival,nan,0 patients,nan
151,10009.0,elba general hospital,201 pine street northwest,empty,empty,0,al,35640.0,morgan,2567736511.0,acute care hospitals,proprietary,yes,0,ami-8a,0,empty,0 patients,al_ami-8a
152,10009.0,0,201 pine street northwest,empty,empty,hartselle,al,0,morgan,2567736511.0,acute care hospitals,proprietary,yes,heart failure,hf-1,0,97%,35 patients,al_hf-1
153,10009.0,0,201 pine street northwest,empty,empty,hartselle,al,35640.0,morgan,2567736511.0,nan,proprietary,yes,heart failure,0,heart failure patients given an evaluation of left ventricular systolic (lvs) function,98%,42 patients,al_hf-2
154,10009.0,0,201 pine street northwest,empty,nan,hartselle,al,35640.0,morgan,2567736511.0,acute care hospitals,proprietary,yes,heart failure,0,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,??10 patients%,al_hf-3
155,10009.0,0,201 pine street northwest,empty,empty,hartselle,al,35640.0,morgan,2567736511.0,acute care hospitals,nan,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,12 patients,al_hf-4
